,vv_list,vh_list,vv_by_vh
96,"[0.010781179182231426, 0.03560042753815651, 0.019752003252506256, 0.023674726486206055, 0.01764979027211666, 0.038304753601551056, 0.05136885121464729, 0.027024567127227783, 0.025492491200566292, 0.052345920354127884, 0.0470733717083931, 0.03205287456512451, 0.04534962773323059, 0.0193317923694849, 0.013927082531154156, 0.010654686950147152, 0.0063889119774103165, 0.0025538564659655094]","[0.13352088630199432, 0.04768483713269234, 0.05749483034014702, 0.032735105603933334, 0.05155077576637268, 0.15874971449375153, 0.08826693892478943, 0.060189101845026016, 0.053647223860025406, 0.08881548047065735, 0.16979287564754486, 0.07338526099920273, 0.1483103632926941, 0.05530840530991554, 0.1353280246257782, 0.17999623715877533, 0.04492150619626045, 0.008764487691223621]","[12.384627325557439, 1.339445631139788, 2.9108354026243752, 1.3827025888981763, 2.920758545658935, 4.144386781470469, 1.7182969219218402, 2.2271994797054235, 2.1044323772811064, 1.6967030070310638, 3.6069835128736085, 2.2895063857720386, 3.2703766426734644, 2.861007621684344, 9.716896867887188, 16.893620432113156, 7.031166864576048, 3.431863852971128]"
97,"[0.012734315358102322, 0.01647810824215412, 0.022098803892731667, 0.013287277892231941, 0.02250959351658821, 0.017887864261865616, 0.02714690938591957, 0.03780822455883026, 0.0827951654791832, 0.12468407303094864, 0.0031325703021138906, 0.006052643992006779, 0.00248640775680542, 0.004351204261183739, 0.007948317565023899]","[0.021574251353740692, 0.11392994970083237, 0.15632440149784088, 0.07300485670566559, 0.019740134477615356, 0.10024607181549072, 0.033484239131212234, 0.06203913316130638, 0.09839914739131927, 0.3583090007305145, 0.010706533677875996, 0.016037695109844208, 0.018938470631837845, 0.02854972705245018, 0.47096434235572815]","[1.694182274197716, 6.91401877124329, 7.073885186575923, 5.494342580758845, 0.8769653909151256, 5.6041386689858275, 1.2334457177132538, 1.640889882696618, 1.1884648919031306, 2.8737351292781104, 3.4178111407910357, 2.649700714435518, 7.616800011986096, 6.561339192263815, 59.25333738905688]"
98,"[0.01887308433651924, 0.02796376496553421, 0.023570649325847626, 0.008776596747338772, 0.014509987086057663, 0.039162009954452515, 0.030397268012166023, 0.03338569775223732, 0.06756403297185898, 0.04602285102009773, 0.009402456693351269, 0.012643343769013882, 0.003249942325055599, 0.007097549736499786, 0.04831894859671593]","[0.06329955905675888, 0.04643698409199715, 0.06881280988454819, 0.03870333731174469, 0.014743383973836899, 0.032139550894498825, 0.13822948932647705, 0.022169016301631927, 0.17169073224067688, 0.2738713324069977, 0.04445168375968933, 0.22585780918598175, 0.04063430428504944, 0.04739893227815628, 0.2820071578025818]","[3.353959423276397, 1.6606127304113547, 2.919427841518473, 4.409834292942793, 1.0160852581325521, 0.82068185294572, 4.547431343867906, 0.6640273468643106, 2.541155770144562, 5.950768506005869, 4.727666950183596, 17.86377190340349, 12.503084738389711, 6.678210655489037, 5.8363678431063555]"
99,"[0.007564184721559286, 0.019926469773054123, 0.07385501265525818, 0.03210172429680824, 0.02682434394955635, 0.013570276089012623, 0.08542674034833908, 0.02911522425711155, 0.043260447680950165, 0.025446800515055656, 0.08840490132570267, 0.06660531461238861, 0.010721700266003609, 0.00879029743373394, 0.005620110780000687]","[0.10528835654258728, 0.12664681673049927, 0.13026171922683716, 0.1191607341170311, 0.14423637092113495, 0.06591492146253586, 0.10078946501016617, 0.08348996937274933, 0.3232397139072418, 0.060171835124492645, 0.30734983086586, 0.16316522657871246, 0.09397246688604355, 0.0712728351354599, 0.14001019299030304]","[13.919326459928529, 6.355707667886029, 1.763749196481426, 3.7119730085302245, 5.377069843436767, 4.857301430728064, 1.1798350797324526, 2.8675708844096044, 7.471945650936505, 2.3646129928551076, 3.476615281018381, 2.4497328408139323, 8.764698187283939, 8.108125541001705, 24.912354661857027]"
100,"[0.003702836111187935, 0.03057665005326271, 0.017008302733302116, 0.019032873213291168, 0.017645779997110367, 0.0364607498049736, 0.027678318321704865, 0.020897982642054558, 0.0674009695649147, 0.025787105783820152, 0.05958447977900505, 0.02981186844408512, 0.0705418586730957, 0.04958639293909073, 0.00591466948390007, 0.0032895200420171022, 0.003681723726913333, 0.003385191783308983]","[0.07073284685611725, 0.1913904994726181, 0.2011188119649887, 0.06405182927846909, 0.1963648796081543, 0.040138911455869675, 0.032873377203941345, 0.020256292074918747, 0.13504481315612793, 0.07959967106580734, 0.1950279027223587, 0.07920091599225998, 0.23955038189888, 0.037034641951322556, 0.02521684393286705, 0.010818126611411572, 0.010472589172422886, 0.016780665144324303]","[19.10234337469095, 6.259367822806855, 11.82474319269963, 3.365326325703676, 11.128149599525244, 1.1008800332020143, 1.187694166309324, 0.9692941381889901, 2.003603420364222, 3.0868012770844304, 3.273132591669919, 2.6566907787349363, 3.3958614984757025, 0.7468710619224497, 4.26344092455346, 3.288664143471216, 2.8444799091980886, 4.957079603898072]"
101,"[0.008138113655149937, 0.029437359422445297, 0.034744441509246826, 0.007454263977706432, 0.010601007379591465, 0.015618393197655678, 0.03517712652683258, 0.016963107511401176, 0.040438491851091385, 0.049042731523513794, 0.01927710697054863, 0.039562150835990906, 0.04659370705485344, 0.18981575965881348, 0.00872085615992546, 0.009203871712088585, 0.004388270899653435, 0.0027991128154098988]","[0.10955121368169785, 0.14310570061206818, 0.2899033725261688, 0.10845613479614258, 0.3076207935810089, 0.016171399503946304, 0.0582517646253109, 0.08409076184034348, 0.029368842020630836, 0.10168556123971939, 0.1039617583155632, 0.12940706312656403, 0.13056108355522156, 0.3247479498386383, 0.03615577518939972, 0.09909708797931671, 0.14206963777542114, 0.10613086819648743]","[13.461499596085387, 4.861363363418848, 8.343877752330958, 14.549543069644944, 29.018071827138357, 1.0354073750924413, 1.6559557410374988, 4.957273411361965, 0.7262595778491726, 2.0734073751778226, 5.393016621964848, 3.2709814909466055, 2.802118393402691, 1.7108587317636863, 4.145897435568844, 10.766891486455664, 32.37485584279702, 37.91589521229988]"
102,"[0.007055960595607758, 0.018032843247056007, 0.02619585022330284, 0.00994814932346344, 0.025417352095246315, 0.018304431810975075, 0.027559010311961174, 0.022388441488146782, 0.019840145483613014, 0.026462813839316368, 0.038179948925971985, 0.13643106818199158, 0.011183096095919609, 0.004931420553475618, 0.0070322416722774506]","[0.18707551062107086, 0.1589725911617279, 0.10648731142282486, 0.03518598899245262, 0.09616231918334961, 0.03999381139874458, 0.0677596926689148, 0.033399078994989395, 0.07925459742546082, 0.03223603963851929, 0.09270083904266357, 0.1370248943567276, 0.03815938159823418, 0.019815808162093163, 0.08923584222793579]","[26.513117255434064, 8.815725228892084, 4.0650450554224715, 3.5369381629067314, 3.7833334811195534, 2.1849250395614503, 2.4587128457042486, 1.4918000885712401, 3.994658078032806, 1.2181637158564564, 2.427997984554758, 1.004352572934076, 3.4122376550226945, 4.018275859301266, 12.689530079678848]"
103,"[0.002513336483389139, 0.018018167465925217, 0.04189733415842056, 0.012979019433259964, 0.023383738473057747, 0.023089680820703506, 0.012086009606719017, 0.05793431028723717, 0.010387609712779522, 0.024271495640277863, 0.02921214886009693, 0.04182279855012894, 0.04518229886889458, 0.07621107250452042, 0.004771869163960218]","[0.05981279909610748, 0.232681006193161, 0.15140898525714874, 0.06546860188245773, 0.0834936797618866, 0.021354712545871735, 0.04343663528561592, 0.10286989063024521, 0.09217249602079391, 0.025971967726945877, 0.1009066104888916, 0.07136665284633636, 0.26331332325935364, 0.21549050509929657, 0.08740204572677612]","[23.798166099690793, 12.913688732952014, 3.613809525079734, 5.044187060440657, 3.5705873061352555, 0.9248595817194623, 3.593960016502721, 1.7756298490517677, 8.873311432503787, 1.0700604574135155, 3.4542686665111284, 1.706405485056101, 5.827798271695063, 2.8275485177893915, 18.31610271020934]"
104,"[0.0100194551050663, 0.025094827637076378, 0.02365952730178833, 0.01929432339966297, 0.00981537438929081, 0.01783195696771145, 0.010013056918978691, 0.021789390593767166, 0.023179195821285248, 0.020844250917434692, 0.14692999422550201, 0.09619197249412537, 0.011913078837096691, 0.013844460248947144, 0.004431110806763172]","[0.34857800602912903, 0.04316500574350357, 0.1470700204372406, 0.06934486329555511, 0.05828908458352089, 0.018590331077575684, 0.11429138481616974, 0.06482682377099991, 0.09164946526288986, 0.050143394619226456, 0.13742779195308685, 0.15380673110485077, 0.02954443357884884, 0.1404353529214859, 0.15709321200847626]","[34.7901160665785, 1.7200758007889, 6.216101385344421, 3.5940551974352424, 5.938549287240428, 1.0425289333771628, 11.414235007447376, 2.9751554313567428, 3.9539536215803044, 2.405622289706999, 0.9353283696599649, 1.5989559951506769, 2.4799998373929206, 10.143794008304937, 35.45233212600011]"
105,"[0.029344545677304268, 0.007835805416107178, 0.019592929631471634, 0.01257364172488451, 0.027122121304273605, 0.016966836526989937, 0.03856606408953667, 0.027567297220230103, 0.06851552426815033, 0.04217461124062538, 0.0415036715567112, 0.09575269371271133, 0.009999899193644524, 0.007986518554389477, 0.022652721032500267]","[0.11753276735544205, 0.041291285306215286, 0.09437400847673416, 0.019814003258943558, 0.04962555319070816, 0.03462405502796173, 0.09405170381069183, 0.06550932675600052, 0.1128254383802414, 0.04930978640913963, 0.1509636789560318, 0.17370019853115082, 0.1548478901386261, 0.14072485268115997, 0.41487351059913635]","[4.005267917517787, 5.26956491560363, 4.816737989256264, 1.5758364754206127, 1.8297076631276887, 2.040690082260393, 2.4387166808709666, 2.376342019772866, 1.6467134942830566, 1.16918176501509, 3.637357209464057, 1.8140502558842564, 15.484945111950758, 17.620299974613605, 18.314511091356746]"
106,"[0.010203726589679718, 0.027411386370658875, 0.009494340978562832, 0.013149023987352848, 0.010774108581244946, 0.021233050152659416, 0.04914788901805878, 0.02675372175872326, 0.07981877774000168, 0.021736573427915573, 0.028191102668642998, 0.0075597986578941345, 0.0065684556029737, 0.005590090993791819, 0.005997973494231701]","[0.2672847509384155, 0.05422018840909004, 0.0907016471028328, 0.04578757286071777, 0.1403636336326599, 0.058238957077264786, 0.1960504949092865, 0.084020234644413, 0.1232052817940712, 0.05519673973321915, 0.13229654729366302, 0.018745077773928642, 0.16332200169563293, 0.08411496877670288, 0.09298528730869293]","[26.194817019965374, 1.9780170063608051, 9.553232531634059, 3.482203158558211, 13.027865143015008, 2.742844605864147, 3.988991161700764, 3.1405064088706665, 1.5435626212593092, 2.5393487118043994, 4.69284755721232, 2.479573679433189, 24.864597032777855, 15.04715555974283, 15.50278396497044]"
107,"[0.023927269503474236, 0.02334502898156643, 0.016485018655657768, 0.00679379515349865, 0.012748761102557182, 0.019668012857437134, 0.02781757526099682, 0.02678888849914074, 0.030806604772806168, 0.02951904758810997, 0.040001899003982544, 0.04257575049996376, 0.014211107976734638, 0.011264348402619362, 0.020358499139547348]","[0.13312754034996033, 0.039296191185712814, 0.02470717765390873, 0.017902811989188194, 0.013651353307068348, 0.03168419376015663, 0.1204863116145134, 0.05505189672112465, 0.07922787964344025, 0.04993756487965584, 0.21555204689502716, 0.17855913937091827, 0.2016213834285736, 0.17057904601097107, 0.21746334433555603]","[5.563841721707119, 1.6832787492678485, 1.4987655258387629, 2.635171003053964, 1.0707984248234224, 1.6109504295028858, 4.331301721449746, 2.05502728203488, 2.571782259932028, 1.6917065068105477, 5.388545350648654, 4.193916425996302, 14.187590704303496, 15.143267938277315, 10.681698235461925]"
108,"[0.016615523025393486, 0.01974981091916561, 0.018389321863651276, 0.01172036211937666, 0.017310142517089844, 0.019074229523539543, 0.04106749966740608, 0.05751749873161316, 0.11964619904756546, 0.10451743006706238, 0.05307839438319206, 0.07013855129480362, 0.052943624556064606, 0.02415572479367256, 0.011016576550900936]","[0.11888544261455536, 0.08291393518447876, 0.06711581349372864, 0.028567802160978317, 0.033410344272851944, 0.02811044082045555, 0.06701578199863434, 0.08176444470882416, 0.14860112965106964, 0.260832279920578, 0.1792062669992447, 0.5282773971557617, 0.1640460193157196, 0.295034259557724, 0.07044834643602371]","[7.155082776080107, 4.198214125889044, 3.6497166122471967, 2.437450470386804, 1.930102206834334, 1.4737392556676747, 1.6318447078925176, 1.4215577261165606, 1.2420046005138292, 2.4955864275768938, 3.3762563672421972, 7.5319120141978235, 3.0985037517029688, 12.21384421613407, 6.394758490582308]"
109,"[0.01028574351221323, 0.007800420746207237, 0.018892591819167137, 0.006283803377300501, 0.019006934016942978, 0.02952876128256321, 0.02881092019379139, 0.021702906116843224, 0.09678991138935089, 0.022646630182862282, 0.020896395668387413, 0.10694971680641174, 0.0019675232470035553, 0.005004783160984516, 0.0019507970428094268]","[0.114572674036026, 0.04550197347998619, 0.06285160779953003, 0.025133324787020683, 0.019168589264154434, 0.00865081138908863, 0.13531328737735748, 0.046187758445739746, 0.24087992310523987, 0.09367575496435165, 0.26631784439086914, 0.3399154543876648, 0.01423665788024664, 0.021093199029564857, 0.017059016972780228]","[11.138978324705754, 5.833271686288256, 3.326785885235983, 3.999699430095451, 1.0085050669964633, 0.2929622176260049, 4.696597209224745, 2.1281831196742025, 2.488688331744275, 4.136410327185909, 12.74467848987763, 3.178273533935029, 7.235827023608689, 4.214607976225589, 8.74463954908031]"
110,"[0.018581964075565338, 0.012514782138168812, 0.029055103659629822, 0.020413028076291084, 0.010056499391794205, 0.04152577370405197, 0.06988683342933655, 0.02114296332001686, 0.05933631584048271, 0.03565231338143349, 0.061977192759513855, 0.06842764467000961, 0.005580662749707699, 0.003331586020067334, 0.010231519117951393]","[0.32039007544517517, 0.02306184358894825, 0.08997509628534317, 0.022827619686722755, 0.021283863112330437, 0.04345135763287544, 0.11436428874731064, 0.08131039142608643, 0.2802245318889618, 0.17398317158222198, 0.21300871670246124, 0.35376501083374023, 0.018226034939289093, 0.0647149384021759, 0.03359821438789368]","[17.24199197362982, 1.842768282686438, 3.0967053960422697, 1.1182867922097322, 2.116428618262277, 1.046370814004498, 1.6364210987316488, 3.8457424437333594, 4.7226479756900615, 4.879996698133662, 3.4368887524316465, 5.169913600559569, 3.265926603474422, 19.42466381248291, 3.283795299658384]"
111,"[0.004072748124599457, 0.04137331247329712, 0.024057913571596146, 0.047228049486875534, 0.01901012659072876, 0.008112139999866486, 0.023068858310580254, 0.05557931959629059, 0.07824384421110153, 0.07361536473035812, 0.0580163449048996, 0.010572784580290318, 0.008451211266219616, 0.003105879295617342, 0.006976071745157242]","[0.3213094174861908, 0.05916249752044678, 0.075131855905056, 0.11259979754686356, 0.0830903872847557, 0.08379249274730682, 0.11536459624767303, 0.05308537185192108, 0.15496006608009338, 0.044851597398519516, 0.18711744248867035, 0.007834834046661854, 0.054110150784254074, 0.014193875715136528, 0.21972519159317017]","[78.89253340894747, 1.4299676284955678, 3.1229580936627874, 2.3841720920139746, 4.37084870993331, 10.329271036827018, 5.000880177705303, 0.9551281346643914, 1.9804761338414283, 0.6092695127274597, 3.2252538969042828, 0.7410378966074345, 6.402650351499088, 4.570002361381295, 31.49697990788332]"
112,"[0.02191927656531334, 0.010756551288068295, 0.02953542396426201, 0.007581654936075211, 0.033966656774282455, 0.03450300917029381, 0.012769736349582672, 0.02820591814815998, 0.024750912562012672, 0.042233243584632874, 0.019605152308940887, 0.02486650086939335, 0.004819125402718782, 0.005224046763032675, 0.0017808122793212533]","[0.07528313994407654, 0.04602803289890289, 0.03449534252285957, 0.0213098656386137, 0.07802093029022217, 0.14959755539894104, 0.039211124181747437, 0.07947568595409393, 0.11535266786813736, 0.6526675224304199, 0.03268001601099968, 0.05650004372000694, 0.008080621249973774, 0.03794249892234802, 0.12179403752088547]","[3.4345631672538897, 4.279069719117083, 1.167931178661904, 2.8107142593916525, 2.29698585906444, 4.33578284898526, 3.07062911154222, 2.817695404794988, 4.660542013516661, 15.45388104331872, 1.666909570301886, 2.272134869990871, 1.6767816926729007, 7.263047335418866, 68.39240661980756]"
